"Z12_1","Z12_2","Z12_3"
0.574373372131959,0.376595654059201,0.857349825557321
0.798442496685311,0.171809328487143,0.387200973695144
0.793844911968336,0.280512698926032,0.104844792746007
0.354341718368232,0.306591165019199,0.0623778821900487
0.362243919400498,0.509230308001861,0.24249791004695
0.351137491408736,0.210773910628632,0.124579130439088
0.133204076439142,0.909919337369502,0.736952029401436
0.635360894724727,0.245733611751348,0.233924136962742
0.138972902903333,0.524417913053185,0.0930503003764898
0.881065069697797,0.045131505234167,0.0598786745686084
0.197097600437701,0.978131524985656,0.643482028041035
0.17183918855153,0.0163108685519546,0.803421056596562
0.469127085525542,0.713631818536669,0.543499069754034
0.258495078422129,0.523208369035274,0.900109371403232
0.360374545445666,0.741783921839669,0.0660773098934442
0.886320573510602,0.699296680046245,0.568393384572119
0.284686469240114,0.87169398739934,0.855734907789156
0.63889369321987,0.652956348843873,0.83109947713092
0.213049091631547,0.177229196298867,0.991270537022501
0.922378296032548,0.716273674508557,0.248097317758948
0.751443756278604,0.298152295639738,0.278425925178453
0.290162114659324,0.55638304608874,0.47282934258692
0.77015680866316,0.884998902445659,0.342950863065198
0.605251379776746,0.439235161757097,0.395665577845648
0.885652793338522,0.23029065108858,0.944614958716556
0.667146638967097,0.108195302309468,0.00797756062820554
0.108876308891922,0.00396421342156827,0.990102856652811
0.718058001482859,0.212156754685566,0.857951986370608
0.64326603221707,0.571049513295293,0.199180275667459
0.108185061486438,0.0750154452398419,0.447279991349205
0.986803692532703,0.496736767236143,0.296467665815726
0.761893462389708,0.229411990148947,0.736901203868911
0.397032342385501,0.204546417342499,0.418880953919142
0.476324103074148,0.871441270457581,0.0315442595165223
0.196206741034985,0.373235038248822,0.247653018217534
0.384858842473477,0.238595155766234,0.846896711736917
0.957960756728426,0.596151055768132,0.922576911281794
0.588983160909265,0.693768264725804,0.374520890414715
0.440303767332807,0.215313130291179,0.685736301587895
0.627382132923231,0.946624031756073,0.651262824656442
0.230837253388017,0.108521034475416,0.31460079154931
0.117042896570638,0.407758922316134,0.991827875841409
0.281063532689586,0.617971051018685,0.0819136793725193
0.784411820815876,0.617204566253349,0.447767137782648
0.370953406440094,0.358929405687377,0.296234857058153
0.0798654509708285,0.266236478928477,0.0666194546502084
0.0321478333789855,0.459404882742092,0.303241036832333
0.0725768776610494,0.298411579569802,0.726194750983268
0.796094069490209,0.203470248961821,0.483618091791868
0.716147478669882,0.00144850695505738,0.340661559719592
0.349971992662176,0.557485744124278,0.628213339950889
0.250856988597661,0.863357259426266,0.151078740134835
0.662426815135404,0.982590179657564,0.747602391755208
0.155457573710009,0.0249672001227736,0.11698591359891
0.88892288855277,0.610708028543741,0.645815034862608
0.443209254881367,0.174025905085728,0.920768603682518
0.919076848309487,0.199192263651639,0.480128983501345
0.606962855439633,0.156459875637665,0.0376883537974209
0.862349201692268,0.359681102447212,0.645630639512092
0.896601285319775,0.574995889794081,0.287345888325945
0.711701525375247,0.297258601291105,0.644588981289417
0.803513900842518,0.0955155342817307,0.116447442909703
0.786052104784176,0.428384586237371,0.230775392614305
0.418484134599566,0.207661164924502,0.564775711158291
0.260882270056754,0.679034493397921,0.4129038087558
0.15335571905598,0.0711447962094098,0.428178175585344
0.304585965583101,0.63832860160619,0.87881639925763
0.229604554828256,0.42272762209177,0.308869065949693
0.881593774538487,0.83142829569988,0.445742178708315
0.697506639407948,0.557354263029993,0.685163037851453
0.0113718053326011,0.82980076642707,0.464777917601168
0.0293612806126475,0.55080155772157,0.651341409189627
0.570585035253316,0.903848233632743,0.701544838724658
0.0514908239711076,0.107663832837716,0.239497195696458
0.444072385784239,0.231194814899936,0.290612866170704
0.818876648088917,0.306729759788141,0.847914249170572
0.36838737083599,0.307650404516608,0.701547112315893
0.769465156365186,0.627617073943838,0.527045810595155
0.912827160442248,0.107518266187981,0.788275776430964
0.014602409908548,0.853372298413888,0.190730380360037
0.0280726803466678,0.285027786390856,0.181048359023407
0.134680155897513,0.760022410191596,0.885126636130735
0.732809711480513,0.734220730839297,0.495808598585427
0.451152003370225,0.608018118655309,0.658891341648996
0.63856577896513,0.385783976875246,0.909600093029439
0.933815472060814,0.992318450473249,0.747339485911652
0.967770473333076,0.315649231430143,0.645096310181543
0.118518823990598,0.224749215645716,0.0219032126478851
0.154511028202251,0.683531509246677,0.536809951532632
0.351336410269141,0.459466443397105,0.723720983834937
0.176601181505248,0.814715920481831,0.285246251383796
0.643384477589279,0.697543487185612,0.810223216190934
0.0613266823347658,0.665464505320415,0.119222777895629
0.119218908483163,0.783236320130527,0.102966160047799
0.682943746913224,0.72898363485001,0.400268222205341
0.902698021614924,0.53447188786231,0.0762287848629057
0.452428288757801,0.232689537573606,0.361859356518835
0.501737036276609,0.29174972162582,0.308331740787253
0.64572212449275,0.600869679823518,0.234134138328955
0.70015374594368,0.160289022140205,0.0455320936162025
0.782541316468269,0.70800656080246,0.515659211669117
0.18364847660996,0.0898674365598708,0.520604161312804
0.202232345705852,0.87257634405978,0.752324239118025
0.739511723862961,0.241002647206187,0.874282328179106
0.070184167008847,0.877657856792212,0.630473821423948
0.878674821229652,0.664736474165693,0.512543944874778
0.96202963241376,0.980063510593027,0.418622428551316
0.92237008176744,0.355241425801069,0.0745278806425631
0.738960242830217,0.690444490639493,0.804010778432712
0.760163730476052,0.357394850347191,0.897520027821884
0.529123980551958,0.940679744351655,0.492178420070559
0.0851990301162004,0.522558748023584,0.424526542890817
0.406738570891321,0.770244284765795,0.467822971520945
0.830616394989192,0.916401270311326,0.939080458134413
0.542584037873894,0.938456161180511,0.632749140495434
0.665985333267599,0.15042717452161,0.991201565833762
0.887719915248454,0.0694456880446523,0.996445337310433
0.731265090871602,0.707155497511849,0.0112574191298336
0.51448492333293,0.622449726331979,0.234727672534063
0.110390732297674,0.19023620407097,0.597972707822919
0.35312832496129,0.232011103071272,0.954308689106256
0.366662224754691,0.465062424074858,0.966849725227803
0.312686839606613,0.386908238055184,0.776826798683032
0.212574117816985,0.458449343685061,0.36654703784734
0.0963022271171212,0.054417640902102,0.902548195095733
0.511242172215134,0.974795723101124,0.0125200569164008
0.417847755830735,0.11518565681763,0.387554295826703
0.464862035354599,0.533831230597571,0.993393540848047
0.776412063045427,0.534578170394525,0.169168668333441
0.863562626298517,0.371011591050774,0.270691696088761
0.362250871257856,0.185891671571881,0.344640964409336
0.68326031207107,0.375389516353607,0.865760394372046
0.901769471121952,0.395194591255859,0.847062953049317
0.0171321914531291,0.375195937929675,0.887983521679416
0.323752333642915,0.727221958106384,0.609170284355059
0.0105998110957444,0.724401687039062,0.539456818252802
0.862343054497615,0.607916304841638,0.473914231872186
0.742907800013199,0.243862220086157,0.107854266650975
0.384681658586487,0.100196541054174,0.373030226211995
0.105985250556841,0.00192820886150002,0.445868247188628
0.502554236911237,0.103028333745897,0.71614043158479
0.135618168860674,0.549079676391557,0.676912178052589
0.473694774089381,0.845933516277,0.321502660168335
0.456954547902569,0.62404396221973,0.957193195587024
0.0463285706937313,0.606353665469214,0.278161810245365
0.792112990282476,0.417001803638414,0.324551289435476
0.136998025234789,0.39710812154226,0.765271937474608
0.646984683349729,0.326756302500144,0.00398090202361345
0.175448712194338,0.226862868759781,0.540799815673381
0.861297583207488,0.55054227868095,0.480775460135192
0.173017952591181,0.796010190155357,0.883170970948413
0.584218208910897,0.266202406492084,0.59298274340108
0.541084821103141,0.313639783300459,0.623899231897667
0.122445804765448,0.384042525663972,0.833093674154952
0.541808948619291,0.00307454029098153,0.439140293048695
0.918660669354722,0.95074701285921,0.135831062914804
0.315921775763854,0.936355990124866,0.407018533209339
0.541470823111013,0.00515296636149287,0.0934139846358448
0.599496827926487,0.93601750722155,0.61959714978002
0.354670353932306,0.468561402289197,0.478059893008322
0.89043556433171,0.621149727376178,0.607076523592696
0.990138293476775,0.759516931371763,0.27638901444152
0.656025495147333,0.159381709760055,0.2616579500027
0.42823477066122,0.933983336668462,0.154869855614379
0.260937294922769,0.664908159989864,0.603936574421823
0.228846260579303,0.378701928537339,0.482729173963889
0.307625593850389,0.556930455146357,0.21309151686728
0.548945366404951,0.372832387452945,0.524226002627984
0.992980786599219,0.188756632385775,0.346895682159811
0.0525645718444139,0.656991270603612,0.126043752301484
0.600823596818373,0.798747468041256,0.0622391127981246
0.834980819839984,0.591119392076507,0.548548422986642
0.625603551743552,0.275358878076077,0.112024100497365
0.144439064664766,0.941394402878359,0.530315573327243
0.686196685303003,0.118967466754839,0.658638295717537
0.534195794723928,0.211679984582588,0.0884070617612451
0.0896103633567691,0.985096732154489,0.699953531613573
0.491131515707821,0.730896276189014,0.117416417459026
0.122028057929128,0.0840924370568246,0.404352577636018
0.835198582382873,0.28625619946979,0.282263743225485
0.455997284501791,0.482623983640224,0.507718825479969
0.997265663463622,0.938207675237209,0.806428128154948
0.477618966484442,0.830432538641617,0.328602112131193
0.0101948995143175,0.0554329033475369,0.302321838214993
0.284667993662879,0.157662236131728,0.481201124144718
0.99046275485307,0.9778916107025,0.790524554438889
0.822374799754471,0.385581741807982,0.104330443777144
0.376362002920359,0.0351722775958478,0.768501427723095
0.487366725690663,0.0339087760075927,0.394449189305305
0.590173504315317,0.417182799195871,0.695445888442919
0.343193457229063,0.516186820343137,0.554944321513176
0.417025178670883,0.718380098463967,0.444898533634841
0.820645769126713,0.429525015177205,0.117988680256531
0.345944977598265,0.0192183156032115,0.140132960164919
0.0694269761443138,0.882634381530806,0.0755123805720359
0.306280617369339,0.0820255058351904,0.348524804459885
0.746539387851954,0.94321078970097,0.361987949814647
0.008078329032287,0.91161019471474,0.00515095796436071
0.803484920179471,0.534286506008357,0.466957722557709
0.107816744595766,0.936902916524559,0.684861632296816
0.844146001385525,0.0321513782255352,0.458016569493338
0.396132038906217,0.876132467994466,0.120286806253716
0.613801615545526,0.705851529026404,0.904422062914819
0.943964635720477,0.727323268540204,0.881654151948169
0.173982515698299,0.279826538171619,0.79594121966511
0.102873510681093,0.600162678398192,0.0055465311743319
0.743064068490639,0.551283375360072,0.509898946620524
0.988873179303482,0.411796611500904,0.639076845021918
0.962811623001471,0.331447344971821,0.455734948860481
0.0489294098224491,0.516943321796134,0.445183195639402
0.98347974056378,0.624924040166661,0.0388559605926275
0.874116951599717,0.977632127003744,0.286757515743375
0.405251116491854,0.243842652766034,0.685734505997971
0.185760122956708,0.123196298489347,0.998575758654624
0.882732930360362,0.996347022941336,0.738322131801397
0.159401817712933,0.657986742444336,0.837692353874445
0.776791943237185,0.341252898098901,0.765119177056476
0.994597638724372,0.0212442227639258,0.917512038256973
0.155083962716162,0.637031392892823,0.669486954109743
0.466857384657487,0.534309252630919,0.841111002257094
0.0879686935804784,0.424521290231496,0.590027649188414
0.861506500281394,0.274025890976191,0.00205815560184419
0.61653669597581,0.588727114722133,0.0998094512615353
0.223596379160881,0.670635963557288,0.531234401511028
0.845281713409349,0.116157048847526,0.867259766440839
0.619044911814854,0.926158126443624,0.101038081338629
0.762656088219956,0.43611258873716,0.910684514557943
0.277980341110379,0.309993396047503,0.142523262649775
0.481467713136226,0.0982870969455689,0.172155184438452
0.922315898118541,0.310239933663979,0.149347256869078
0.615901429904625,0.302292657550424,0.200901745585725
0.304054778302088,0.785717820748687,0.751489306800067
0.754129105014727,0.601337369298562,0.559419787023216
0.446639413014054,0.391865857411176,0.66487875697203
0.243885124102235,0.0383069023955613,0.698762530228123
0.293885360937566,0.85706999246031,0.0829899527598172
0.380148400785401,0.316122242249548,0.298548751045018
0.195942663354799,0.761466798605397,0.676406355109066
0.582791989669204,0.917111212620512,0.477198162348941
0.236987555865198,0.342881988268346,0.619812896708027
0.22334409179166,0.680213489104062,0.0147829437628388
0.327445446746424,0.643648402998224,0.36172546306625
0.0778432474471629,0.559368807123974,0.322951347799972
0.350959950126708,0.515906168613583,0.827466730028391
0.858829253120348,0.00688895746134222,0.290448404382914
0.555249709403142,0.713541768025607,0.553883583284914
0.89599524717778,0.582838567206636,0.888099941192195
0.150626791641116,0.313092809868976,0.123608211521059
0.916416742140427,0.221088013378903,0.587932392721996
0.0886678462848067,0.0909512438811362,0.506352877477184
0.738686214666814,0.322184276767075,0.450162115972489
0.414331442909315,0.822010237723589,0.222586115123704
0.164668420795351,0.352248070063069,0.192260500509292
0.986011284170672,0.677448827307671,0.229949595639482
0.352667033672333,0.946838516741991,0.301755272783339
0.653584269108251,0.410049204714596,0.567178741563112
0.901955265318975,0.880709485849366,0.186342677334324
0.871589708141983,0.740395040251315,0.990150291938335
0.560114532709122,0.430551492376253,0.266596904024482
0.974290082231164,0.635429932968691,0.771894053556025
0.914301908574998,0.448552208952606,0.103643018286675
0.336761293234304,0.629950281698257,0.0485177987720817
0.377430401509628,0.755978347035125,0.97009865520522
0.726601390168071,0.194253352470696,0.129505831748247
0.166109731188044,0.565994223812595,0.395959478104487
0.161995732691139,0.483027504989877,0.206261548446491
0.455415167612955,0.598405983531848,0.635050676530227
0.680456436937675,0.512707299552858,0.450132166733965
0.53411308513023,0.533652702346444,0.33671328634955
0.893141399370506,0.183953747153282,0.251127659110352
0.261901998193935,0.371045062551275,0.174951215041801
0.873719192110002,0.384359704330564,0.748101088916883
0.556731985416263,0.872621918329969,0.858948729000986
0.712523808237165,0.566368997097015,0.196503564948216
0.375089178327471,0.378032787935808,0.450712523423135
0.54275051318109,0.211932981619611,0.088220969773829
0.156883569201455,0.248480821726844,0.695728929014876
0.153767574112862,0.27431327640079,0.661738422932103
0.279090323252603,0.438401891384274,0.0240014370065182
0.964501838199794,0.618934138678014,0.405255001969635
0.868191084824502,0.199200104456395,0.429636924993247
0.496728285448626,0.199182868236676,0.855880599934608
0.339925962965935,0.171537472167984,0.105216031894088
0.417445281054825,0.749597920104861,0.317003544885665
0.049580599879846,0.186020161956549,0.344196782447398
0.481127001810819,0.0648635369725525,0.0164928175508976
0.763103722827509,0.950993852689862,0.00134532991796732
0.665832356549799,0.978795090224594,0.750821837922558
0.522137925960124,0.794359610648826,0.0128108935896307
0.145973146893084,0.63320868066512,0.272475096397102
0.336817316012457,0.138585889711976,0.65043482882902
0.492306752596051,0.696397419087589,0.437522092834115
0.949996797600761,0.624918293440714,0.954115785192698
0.159641149453819,0.913001453736797,0.039071107050404
0.0690100765787065,0.0948409605771303,0.891984328627586
0.725387915503234,0.804741103202105,0.315455503994599
0.420762560097501,0.897422717651352,0.637872595572844
0.838882338954136,0.190167354885489,0.0063011865131557
0.7548498949036,0.363427636679262,0.311600381042808
0.362576821818948,0.487601905828342,0.700368067715317
0.39488509320654,0.946187408175319,0.788326501613483
0.735864581773058,0.584844670258462,0.0581764224916697
0.854024193948135,0.621966503094882,0.84852481004782
0.497189606539905,0.124461932573467,0.211943099740893
0.127284898189828,0.706948193721473,0.139255254296586
0.194399855099618,0.086584695847705,0.941722969524562
0.277342013316229,0.635044823167846,0.500462285475805
0.178955418989062,0.675314293708652,0.216768967919052
0.905508294003084,0.515807696152478,0.673508042935282
0.385733550414443,0.886178124928847,0.307911500101909
0.126324340468273,0.635263483738527,0.486490117618814
0.832427091663703,0.737812691600993,0.456683136289939
0.594842394115403,0.63601511111483,0.292012746445835
0.390410227933899,0.124765757005662,0.9834811440669
0.648581803077832,0.368996312841773,0.229153193766251
0.637155425967649,0.476949296658859,0.0941313414368778
0.482690591132268,0.076571055687964,0.625976577401161
0.625362156890333,0.691991412313655,0.420687008649111
0.637513665715232,0.466971069574356,0.359287987463176
0.174389434279874,0.106413755565882,0.419180144323036
0.535654730862007,0.015738358721137,0.0797380809672177
0.17109591444023,0.0814604761544615,0.181484402157366
0.609319077339023,0.785001384094357,0.0836477032862604
0.0831457360181957,0.951503346674144,0.421183126280084
0.264941597590223,0.23317197826691,0.614298280561343
0.928627477027476,0.954287250991911,0.915201075840741
0.417603692738339,0.525982678169385,0.0578090669587255
0.958478621672839,0.743092099204659,0.525297067826614
0.72395351016894,0.420333456480876,0.0586511630099267
0.543952920241281,0.786764497868717,0.353986828122288
0.558381623821333,0.0494232836645097,0.890331232221797
0.533035377506167,0.161097566364333,0.606258943211287
0.348352776141837,0.298342981841415,0.635430556023493
0.510980155318975,0.563917057821527,0.847137402975932
0.34966043732129,0.0680797412060201,0.79030950111337
0.387640180299059,0.876345787895843,0.983854552498087
0.28643040638417,0.660815718350932,0.255981596885249
0.827811528695747,0.374960424378514,0.85695638670586
0.465232411399484,0.864682056941092,0.299206152558327
0.203033218160272,0.593735483940691,0.869264571228996
0.698846706422046,0.756681930273771,0.76350628095679
0.10227416572161,0.0470949716400355,0.0521552981808782
0.23427554871887,0.901018517790362,0.126999323256314
0.71854497003369,0.093791448045522,0.495820163283497
0.466921015409753,0.189379535149783,0.196385852061212
0.87259401474148,0.0169011473190039,0.903871513903141
0.267488300101832,0.408799871103838,0.000494761392474174
0.470814344706014,0.592795175267383,0.852817456005141
0.0257154402788728,0.815991073846817,0.979721628129482
0.621446546632797,0.975336962612346,0.0582952357362956
0.570906475186348,0.592879882082343,0.481182317715138
0.596741014625877,0.728364943759516,0.928000122308731
0.925722023705021,0.515785505762324,0.810942875454202
0.83459813031368,0.361654289532453,0.383418392622843
0.339520030654967,0.270416618324816,0.383910131175071
0.897653154563159,0.326308994088322,0.794010320445523
0.956229280913249,0.534990003798157,0.384989568730816
0.358322519809008,0.394950378453359,0.867647811071947
0.494094484951347,0.941511617507786,0.179181099869311
0.0857191411778331,0.771537635009736,0.437010997207835
0.102421114919707,0.14471727469936,0.912348733283579
0.50700951507315,0.942329332698137,0.0644592535682023
0.890134417219087,0.766561612952501,0.803549306700006
0.728893383871764,0.767131334869191,0.564622197998688
0.701863066991791,0.21712455060333,0.861807744717225
0.624190095579252,0.170563583029434,0.0314610223285854
0.413974591298029,0.553206686861813,0.0676133006345481
0.09438008046709,0.876828100299463,0.138951814034954
0.0846361119765788,0.974954877048731,0.044752451358363
0.489772883243859,0.431140098487958,0.857883460819721
0.255227173678577,0.764460794394836,0.221000673947856
0.579432651167735,0.758355600992218,0.182765558827668
0.0515172423329204,0.852124816505238,0.236025148071349
0.78747318056412,0.217173535143957,0.716158586554229
0.820501688169315,0.123570970492437,0.43636102322489
0.401177349733189,0.642842624336481,0.491137771168724
0.743254108354449,0.961590142687783,0.12967295688577
0.810690566664562,0.265698561444879,0.601251975167543
0.446624972159043,0.136483860667795,0.637241708347574
0.545529856113717,0.55648578167893,0.60844699665904
0.754909199662507,0.256184860831127,0.946376092266291
0.880208987975493,0.642164857825264,0.811176518909633
0.0820525418967009,0.545953553169966,0.873396251816303
0.398223271360621,0.864251893246546,0.96366130723618
0.23163712141104,0.943626172607765,0.432465561432764
0.0287697308231145,0.602523666108027,0.33599757310003
0.339149588951841,0.549993827706203,0.912942786933854
0.563894390128553,0.172386607155204,0.238647392950952
0.558980375528336,0.351785881910473,0.170187692623585
0.178371919086203,0.675233161542565,0.55755763174966
0.479326391126961,0.436383787775412,0.459579223999754
0.458902857732028,0.0854731083381921,0.344295418588445
0.43403347954154,0.942199340090156,0.505377796245739
0.980613369960338,0.366846927907318,0.466834404040128
0.957904771203175,0.548432900803164,0.370059350272641
0.769490839214996,0.337462368654087,0.846383834024891
0.450606297934428,0.528756036888808,0.401389320380986
0.535872703418136,0.589075700379908,0.73080021655187
0.502403841586784,0.83153337542899,0.755987835349515
0.549829360097647,0.054353253217414,0.216471087886021
0.0351725977379829,0.604539858177304,0.864898279542103
0.194723064778373,0.686991005437449,0.993674030294642
0.588878301670775,0.230248820502311,0.862294008024037
0.611182451481,0.89523461763747,0.488664145581424
0.656284301541746,0.565835329238325,0.885134684387594
0.0198850866872817,0.831259315367788,0.457873951410875
0.855351513018832,0.559019310632721,0.57233501248993
0.287455091718584,0.920241554500535,0.69110896345228
0.734394447412342,0.569040158996359,0.859645692398772
0.175416339421645,0.286795924184844,0.871234277961776
0.712717914022505,0.767364768311381,0.476345044095069
0.448121827328578,0.417098889593035,0.310338662471622
0.331615788163617,0.663201949326321,0.706404134398326
0.0822186833247542,0.780456430045888,0.897888852050528
0.292225228156894,0.735865685623139,0.38264930085279
0.124548573279753,0.843331444077194,0.583644556347281
0.403932409826666,0.67725816834718,0.869144156808034
0.138273072429001,0.0665106726810336,0.218213899759576
0.471985466079786,0.122150536626577,0.244578426005319
0.0606127679347992,0.730492673814297,0.212938437471166
0.69870531372726,0.114888094598427,0.279037216911092
0.144517945125699,0.0933464653789997,0.164561263285577
0.814394165994599,0.95391291892156,0.115908525884151
0.0616684700362384,0.0187241197563708,0.99133214703761
0.902255994500592,0.502280291402712,0.981774294748902
0.027793203946203,0.917900062864646,0.922949549509212
0.997589727630839,0.56297130137682,0.224096359685063
0.982994255144149,0.212239803513512,0.641527299536392
0.512403590604663,0.627106657484546,0.816454022191465
0.579764670226723,0.650516944238916,0.934132446767762
0.993822769029066,0.367877985583618,0.255528990412131
0.274002212798223,0.976012588478625,0.865208211354911
0.00109336944296956,0.732889822218567,0.996695035602897
0.276656430913135,0.896574221318588,0.212964640464634
0.468332918826491,0.210514423670247,0.762386291753501
0.807472867425531,0.0543166529387236,0.147839675890282
0.109715821221471,0.960298124933615,0.668054387439042
0.149125440046191,0.167425509076566,0.956962608732283
0.732316744280979,0.786964773433283,0.280587624525651
0.736095155123621,0.987554869614542,0.845940479775891
0.3109908150509,0.780070508597419,0.507960118120536
0.59289881028235,0.656270195264369,0.591238655149937
0.517672892194241,0.589669806649908,0.803569423733279
0.707644927781075,0.107878488022834,0.770737698301673
0.149127167416736,0.0355877326801419,0.0719620680902153
0.843653508462012,0.903049248503521,0.748391599394381
0.995023004943505,0.343850109027699,0.452141691697761
0.505359997274354,0.601716231321916,0.0881350245326757
