"","V","W","delta1","delta2","delta3","R"
"26",0.131612673690553,0.187464858712008,TRUE,FALSE,FALSE,0.0986853786977008
"27",0.505841048593647,0.61,TRUE,FALSE,FALSE,0.0787353369174525
"28",0.213872877335994,0.61,TRUE,FALSE,FALSE,0.086782265570946
"29",0.146465903934588,0,FALSE,TRUE,FALSE,0.057051311340183
"30",0.410085146524943,0,FALSE,FALSE,FALSE,0.0714272414101288
"31",0.135323999974389,0,FALSE,TRUE,FALSE,0.0676748587517068
"32",0.171049272257992,0.271739773814952,TRUE,FALSE,FALSE,0.133306574844755
"33",0.224062945889806,0,FALSE,TRUE,FALSE,0.0888871829491109
"34",0.272659216738526,0,FALSE,TRUE,FALSE,0.122815730376169
"35",0.117100115528279,0,FALSE,TRUE,FALSE,0.0551709323655814
"36",0.247230190723675,0.586687864458604,TRUE,FALSE,FALSE,0.138742273417301
"37",0.107624396129634,0.469860610306664,TRUE,FALSE,TRUE,0.14669204626698
"38",0.0994871529628748,0.197628345619887,TRUE,FALSE,FALSE,0.0658595082815737
"39",0.365345743334353,0.466136356606148,TRUE,FALSE,FALSE,0.129251808184199
"40",0.558707012474755,0.61,TRUE,FALSE,FALSE,0.111904804245569
"41",0.109927076727367,0,FALSE,TRUE,FALSE,0.0527849836740643
"42",0.61,0,FALSE,FALSE,FALSE,0.0732163138920441
"43",0.092190368757879,0,FALSE,TRUE,FALSE,0.0715924544958398
"44",0.130988142406568,0,FALSE,FALSE,FALSE,0.0642076225019991
"45",0.373677961132489,0,FALSE,FALSE,FALSE,0.130033249570988
"46",0.335154749200652,0.444619004127985,TRUE,FALSE,FALSE,0.0681508076377213
"47",0.337749630841427,0,FALSE,FALSE,FALSE,0.133501404593699
"48",0.40641961847823,0,FALSE,TRUE,FALSE,0.0794795352499932
"49",0.236423023368567,0.61,TRUE,FALSE,FALSE,0.12833990373183
"50",0.0548653943184714,0.249201306029575,TRUE,FALSE,FALSE,0.141142391785979
"51",0.107001570982388,0,FALSE,TRUE,FALSE,0.0504045101348311
"52",0.296175044822498,0.437147820683972,TRUE,FALSE,TRUE,0.107675008126535
"53",0.0512214894606662,0.61,TRUE,FALSE,FALSE,0.0582414109958336
"54",0.109065555958966,0.558368042791187,TRUE,FALSE,TRUE,0.146405133209191
"55",0.317406552631517,0,FALSE,TRUE,FALSE,0.113794823293574
"56",0.186075789737515,0,FALSE,FALSE,FALSE,0.128467522910796
"57",0.138777794841192,0.331595587567426,TRUE,FALSE,FALSE,0.0963130383985117
"58",0.113173571834181,0.61,TRUE,FALSE,FALSE,0.062732874462381
"59",0.32522039662427,0.61,TRUE,FALSE,FALSE,0.146326421573758
"60",0.12799071048995,0.285318050114438,TRUE,FALSE,FALSE,0.141857195226476
"61",0.231684408361341,0.61,TRUE,FALSE,FALSE,0.0684422761434689
"62",0.107898426468039,0,FALSE,FALSE,FALSE,0.0741624723887071
"63",0.200223641911787,0,FALSE,FALSE,FALSE,0.103549666423351
"64",0.0645383461558202,0.61,TRUE,FALSE,FALSE,0.116109254374169
"65",0.142036018834469,0,FALSE,TRUE,FALSE,0.0982013847446069
"66",0.549489606261522,0,FALSE,TRUE,FALSE,0.0950848117936403
"67",0.0790912354865378,0.516458354915908,TRUE,FALSE,FALSE,0.100307202013209
"68",0.121705887159746,0,FALSE,TRUE,FALSE,0.107867983542383
"69",0.108254158034136,0.58835602893405,TRUE,FALSE,TRUE,0.0657485561911017
"70",0.284272744925693,0,FALSE,FALSE,FALSE,0.12468460588716
"71",0.165344962108124,0,FALSE,TRUE,FALSE,0.0514485589461401
"72",0.216164259489771,0,FALSE,FALSE,FALSE,0.120791248697788
"73",0.143241723241409,0,FALSE,FALSE,FALSE,0.107360237976536
"74",0.130839457064281,0.471307923465507,TRUE,FALSE,FALSE,0.0737399332690984
"75",0.331353218550794,0,FALSE,FALSE,FALSE,0.0831746505806223
"76",0.333983468479656,0,FALSE,TRUE,FALSE,0.103719510766678
"77",0.289732969964384,0,FALSE,TRUE,FALSE,0.0971566689899191
"78",0.265721748725587,0.273337957193144,TRUE,FALSE,FALSE,0.121855075214989
"79",0.178479646425694,0,FALSE,FALSE,FALSE,0.110433177417144
"80",0.273201417767443,0,FALSE,FALSE,FALSE,0.143662659800611
"81",0.193482130835764,0,FALSE,FALSE,FALSE,0.134112854325213
"82",0.140506062586792,0,FALSE,FALSE,FALSE,0.110923988907598
"83",0.288427116084934,0.29723303229548,TRUE,FALSE,FALSE,0.137145549757406
"84",0.112880835250857,0.61,TRUE,FALSE,FALSE,0.0911784852622077
"85",0.293596721896488,0.518389431389465,TRUE,FALSE,FALSE,0.147578847245313
"86",0.0743931201944509,0.18705501358377,TRUE,FALSE,FALSE,0.144237477262504
"87",0.051905324061271,0.229361451493093,TRUE,FALSE,TRUE,0.0818319007754326
"88",0.154252411080583,0,FALSE,TRUE,FALSE,0.0514480334706605
"89",0.317340313701675,0.61,TRUE,FALSE,FALSE,0.110039299190976
"90",0.13656816249035,0.45667248906102,TRUE,FALSE,FALSE,0.115389669430442
"91",0.0935464107789943,0.429950825266956,TRUE,FALSE,FALSE,0.0639513361966237
"92",0.171347372581831,0,FALSE,TRUE,FALSE,0.119369629537687
"93",0.268886429585146,0,FALSE,FALSE,FALSE,0.0636579355224967
"94",0.123749908482885,0,FALSE,TRUE,FALSE,0.0964419236872345
"95",0.13201537666944,0,FALSE,FALSE,FALSE,0.121516676503234
"96",0.276987256826433,0.564187746871885,TRUE,FALSE,FALSE,0.122088633780368
"97",0.162319160239646,0,FALSE,TRUE,FALSE,0.134989284258336
"98",0.308748612702888,0,FALSE,TRUE,FALSE,0.0565616343403235
"99",0.477399592592797,0,FALSE,FALSE,FALSE,0.0575731502380222
"100",0.0924221926252202,0.367044535050787,TRUE,FALSE,TRUE,0.10078396203462
"101",0.453253293625391,0,FALSE,TRUE,FALSE,0.0750387751031667
"102",0.22873558372723,0.565267791019237,TRUE,FALSE,FALSE,0.117599903140217
"103",0.107005630659192,0.221533339237794,TRUE,FALSE,FALSE,0.0976412717718631
"104",0.0739193304674722,0.1906128521543,TRUE,FALSE,FALSE,0.13898692377843
"105",0.447710675940716,0.61,TRUE,FALSE,FALSE,0.121827524225228
"106",0.0909604930732495,0.409087444865145,TRUE,FALSE,FALSE,0.143984381784685
"107",0.0808047707779463,0.61,TRUE,FALSE,FALSE,0.122749299113639
"108",0.222119802061071,0.61,TRUE,FALSE,FALSE,0.0753720255102962
"109",0.136159636037128,0.248635389845185,TRUE,FALSE,TRUE,0.0915113361552358
"110",0.122962220065142,0,FALSE,TRUE,FALSE,0.0616661917185411
"111",0.161665648384951,0,FALSE,FALSE,FALSE,0.0641514187911525
"112",0.1214702837534,0,FALSE,TRUE,FALSE,0.0807179438415915
"113",0.136491410628605,0.142325157346204,TRUE,FALSE,FALSE,0.139825793961063
"114",0.255863399997616,0.61,TRUE,FALSE,FALSE,0.099777625896968
"115",0.135168070352061,0,FALSE,TRUE,FALSE,0.0909350503701717
"116",0.115512010455705,0,FALSE,TRUE,FALSE,0.0821953736711293
"117",0.289743267136973,0,FALSE,TRUE,FALSE,0.120426907553338
"118",0.472441513889782,0,FALSE,TRUE,FALSE,0.0528782094363123
"119",0.156190644795675,0,FALSE,TRUE,FALSE,0.0796166495652869
"120",0.270901196889763,0,FALSE,TRUE,FALSE,0.0745404952671379
"121",0.0598320227209618,0.174655281380605,TRUE,FALSE,FALSE,0.0900035656522959
"122",0.378461983124726,0,FALSE,FALSE,FALSE,0.11035137490835
"123",0.1294959793057,0.471046869434952,TRUE,FALSE,FALSE,0.114913327386603
"124",0.338476311179092,0.400910511333495,TRUE,FALSE,FALSE,0.0858881084248424
"125",0.0763795856359786,0,FALSE,FALSE,FALSE,0.0666868500644341
"126",0.16927345803435,0.381608862360008,TRUE,FALSE,FALSE,0.0687231311341748
"127",0.130330921327337,0.61,TRUE,FALSE,FALSE,0.0830800615716726
"128",0.247014421407461,0.61,TRUE,FALSE,FALSE,0.0896008340641856
"129",0.175338710147065,0.61,TRUE,FALSE,FALSE,0.0504816601984203
"130",0.193259266416426,0,FALSE,FALSE,FALSE,0.0892888064030558
"131",0.341804324251405,0,FALSE,TRUE,FALSE,0.0845648059155792
"132",0.268304835689348,0,FALSE,FALSE,FALSE,0.100732512958348
"133",0.176498819434111,0,FALSE,FALSE,FALSE,0.0741850953083485
"134",0.337445295599252,0,FALSE,TRUE,FALSE,0.0736556192860007
"135",0.159618066390976,0,FALSE,FALSE,FALSE,0.0528973548207432
"136",0.136248944408005,0.291631165946389,TRUE,FALSE,TRUE,0.0808467462426052
"137",0.184534513110971,0,FALSE,TRUE,FALSE,0.129716293863021
"138",0.260211917782928,0,FALSE,TRUE,FALSE,0.114008043659851
"139",0.494797652836279,0,FALSE,TRUE,FALSE,0.0569487066473812
"140",0.14002725566566,0.499124403013358,TRUE,FALSE,FALSE,0.0943056897493079
"141",0.562917179593301,0,FALSE,FALSE,FALSE,0.0718097199685872
"142",0.183505465602856,0.408571464437704,TRUE,FALSE,TRUE,0.144209741568193
"143",0.184373061125095,0.442391463417976,TRUE,FALSE,FALSE,0.0553208844503388
"144",0.285788168777663,0,FALSE,TRUE,FALSE,0.140352861676365
"145",0.184018040792977,0.61,TRUE,FALSE,FALSE,0.0720098209567368
"146",0.144555176624532,0.309727936026963,TRUE,FALSE,TRUE,0.146957193571143
"147",0.151526480436577,0,FALSE,TRUE,FALSE,0.0645264442777261
"148",0.16405338584869,0,FALSE,TRUE,FALSE,0.0948296592338011
"149",0.0953869160626189,0,FALSE,TRUE,FALSE,0.0571258627343923
"150",0.0898644562190816,0.138595404778607,TRUE,FALSE,FALSE,0.124825337179936
"151",0.243600152496074,0.345398629107513,TRUE,FALSE,FALSE,0.110110423550941
"152",0.10131404621437,0.164048186137293,TRUE,FALSE,TRUE,0.0625246035400778
"153",0.197993654659714,0.61,TRUE,FALSE,FALSE,0.0579069744097069
"154",0.368047733930871,0,FALSE,FALSE,FALSE,0.12750575914979
"155",0.173250634007238,0,FALSE,TRUE,FALSE,0.128304169164039
"156",0.220900637532146,0.445972884586081,TRUE,FALSE,FALSE,0.149774300446734
"157",0.512406752304656,0,FALSE,FALSE,FALSE,0.14836778419558
"158",0.144454975818269,0.61,TRUE,FALSE,FALSE,0.0609920821152627
"159",0.0622252541182978,0,FALSE,TRUE,FALSE,0.0583672457141802
"160",0.163882621465054,0,FALSE,FALSE,FALSE,0.140010135364719
"161",0.109001660392477,0.193891408923082,TRUE,FALSE,FALSE,0.097225761343725
"162",0.152147230759492,0,FALSE,FALSE,FALSE,0.115146124409512
"163",0.0992422390772335,0,FALSE,TRUE,FALSE,0.0951438240939751
"164",0.164382580390709,0,FALSE,TRUE,FALSE,0.130691051273607
"165",0.0630135803167697,0.212966230930761,TRUE,FALSE,FALSE,0.0736067583784461
"166",0.127213818253949,0,FALSE,FALSE,FALSE,0.0874936229083687
"167",0.149276872900838,0,FALSE,TRUE,FALSE,0.0803835526807234
"168",0.156893841515193,0.263739269901998,TRUE,FALSE,FALSE,0.0881821831921115
"169",0.160484970105221,0,FALSE,TRUE,FALSE,0.127249168930575
"170",0.170640785636477,0,FALSE,TRUE,FALSE,0.0891395898768678
"171",0.0742681938682243,0.203105452330783,TRUE,FALSE,FALSE,0.140523675689474
"172",0.0864616941550895,0,FALSE,FALSE,FALSE,0.0634098127717152
"173",0.136015761535405,0.208226873283274,TRUE,FALSE,FALSE,0.0574519166024402
"174",0.212855699914508,0,FALSE,FALSE,FALSE,0.0720158817479387
"175",0.161623903091078,0,FALSE,FALSE,FALSE,0.12061012214981
"176",0.192275674524717,0,FALSE,FALSE,FALSE,0.0806962423725054
"177",0.285148934095593,0,FALSE,FALSE,FALSE,0.0894589144038036
"178",0.0743896981719989,0.535892487937967,TRUE,FALSE,TRUE,0.0513232279568911
"179",0.0812361867637608,0,FALSE,FALSE,FALSE,0.0710282841464505
"180",0.0614846983066945,0.285066434810869,TRUE,FALSE,FALSE,0.143791667115875
"181",0.361541070305562,0,FALSE,TRUE,FALSE,0.0843947036890313
"182",0.0631818694732078,0.265458457726216,TRUE,FALSE,TRUE,0.099738565296866
"183",0.273212070546371,0,FALSE,FALSE,FALSE,0.0714857149170712
"184",0.229628041613337,0.420721060875803,TRUE,FALSE,FALSE,0.104298399109393
"185",0.1261439713075,0.61,TRUE,FALSE,FALSE,0.145808346569538
"186",0.256120754090734,0.382596518946513,TRUE,FALSE,FALSE,0.104390685702674
"187",0.122122428226106,0.609343193907451,TRUE,FALSE,TRUE,0.0997732875170186
"188",0.235258079483297,0,FALSE,TRUE,FALSE,0.113555201468989
"189",0.0766263098639561,0.314671926083975,TRUE,FALSE,FALSE,0.0615903242724016
"190",0.184566638989644,0,FALSE,FALSE,FALSE,0.108290436281823
"191",0.331349246811876,0.444628843589124,TRUE,FALSE,FALSE,0.0560752541525289
"192",0.183932867474878,0,FALSE,TRUE,FALSE,0.0968680106336251
"193",0.191370142600499,0,FALSE,FALSE,FALSE,0.112287424714305
"194",0.122280930468122,0.189596247423135,TRUE,FALSE,FALSE,0.109051995328628
"195",0.442483174799624,0,FALSE,TRUE,FALSE,0.0802970570977777
"196",0.084022557607678,0.302621367829852,TRUE,FALSE,FALSE,0.134237918979488
"197",0.216191037639856,0,FALSE,TRUE,FALSE,0.127595359180123
"198",0.189593072239756,0,FALSE,FALSE,FALSE,0.149321724637412
"199",0.407896447802223,0,FALSE,TRUE,FALSE,0.143521217629313
"200",0.180712792110268,0,FALSE,TRUE,FALSE,0.127377439872362
"201",0.158820290756697,0,FALSE,FALSE,FALSE,0.0807976854266599
"202",0.18794765160419,0,FALSE,FALSE,FALSE,0.127626751316711
"203",0.0933490254981426,0.220369669235948,TRUE,FALSE,TRUE,0.143135659745894
"204",0.226407932464855,0,FALSE,TRUE,FALSE,0.101872821128927
"205",0.0718574576582851,0,FALSE,TRUE,FALSE,0.0508531949250028
"206",0.10940382063498,0.259476999123581,TRUE,FALSE,FALSE,0.147544400137849
"207",0.175872350892556,0,FALSE,TRUE,FALSE,0.0738627865677699
"208",0.241867540730163,0,FALSE,FALSE,FALSE,0.114187558274716
"209",0.129274411023151,0.30399296709802,TRUE,FALSE,FALSE,0.0987710214452818
"210",0.294713136271784,0,FALSE,TRUE,FALSE,0.0902907817391679
"211",0.0891066406730862,0.155343221869117,TRUE,FALSE,TRUE,0.128564639110118
"212",0.224164087266691,0,FALSE,TRUE,FALSE,0.096926142135635
"213",0.0892681992089787,0,FALSE,TRUE,FALSE,0.0814007269917056
"214",0.0548963080382798,0.13710073903203,TRUE,FALSE,FALSE,0.0924622510559857
"215",0.469797719432972,0,FALSE,FALSE,FALSE,0.136521067400463
"216",0.0987900463009218,0.235611454281025,TRUE,FALSE,FALSE,0.14313355779741
"217",0.10466552206694,0,FALSE,FALSE,FALSE,0.0952267471468076
"218",0.089688298116561,0.158849042974051,TRUE,FALSE,FALSE,0.105421202001162
"219",0.0711997752325474,0,FALSE,TRUE,FALSE,0.0703565551433712
"220",0.100650735259098,0,FALSE,TRUE,FALSE,0.0886316381860524
"221",0.21396470074816,0,FALSE,TRUE,FALSE,0.143016928690486
"222",0.136713796181529,0,FALSE,FALSE,FALSE,0.0853088803123683
"223",0.146782486428308,0,FALSE,FALSE,FALSE,0.0862273415317759
"224",0.215381741818347,0.440072027107185,TRUE,FALSE,FALSE,0.063062818814069
"225",0.17964487898657,0,FALSE,FALSE,FALSE,0.112275532376952
"226",0.115638147895105,0.169815829109708,TRUE,FALSE,FALSE,0.0702860596822575
"227",0.0758592214709901,0,FALSE,TRUE,FALSE,0.0680467185098678
"228",0.288393100021414,0,FALSE,TRUE,FALSE,0.142397414334118
"229",0.209079411958546,0.432631384464659,TRUE,FALSE,TRUE,0.0800426398869604
"230",0.0832209347063146,0.61,TRUE,FALSE,FALSE,0.0883896612562239
"231",0.200527780499225,0,FALSE,TRUE,FALSE,0.076798235764727
"232",0.141206014695259,0,FALSE,TRUE,FALSE,0.117211201204918
"233",0.273913049072831,0.451491769708178,TRUE,FALSE,FALSE,0.0568174206186086
"234",0.066058259919042,0.12103176385705,TRUE,FALSE,TRUE,0.0916195166530088
"235",0.0741264274224984,0.508756763078644,TRUE,FALSE,TRUE,0.137508003995754
"236",0.0797812769977841,0.161592453347636,TRUE,FALSE,TRUE,0.104946752381511
"237",0.0699436497096899,0.18106853677368,TRUE,FALSE,TRUE,0.0814753942890093
"238",0.300977969244911,0,FALSE,TRUE,FALSE,0.143654544907622
"239",0.587571248266405,0,FALSE,FALSE,FALSE,0.0693480617599562
"240",0.172236644509965,0,FALSE,TRUE,FALSE,0.1105966524221
"241",0.14565020656811,0.61,TRUE,FALSE,FALSE,0.135631246352568
"242",0.441454559615191,0,FALSE,TRUE,FALSE,0.101473905029707
"243",0.267016906128413,0.61,TRUE,FALSE,FALSE,0.147346233949065
"244",0.0563250505871106,0.164076757465002,TRUE,FALSE,FALSE,0.0602791551500559
"245",0.114735867283039,0,FALSE,TRUE,FALSE,0.0816437426256016
"246",0.0628954551590633,0.313137002037684,TRUE,FALSE,TRUE,0.0719803639221936
"247",0.61,0,FALSE,FALSE,FALSE,0.0743009322090074
"248",0.0947395690082321,0.185058731251288,TRUE,FALSE,TRUE,0.11203158122953
"249",0.398034525605017,0.554261913951232,TRUE,FALSE,FALSE,0.1495530041866
"250",0.267552453251547,0.35083835942205,TRUE,FALSE,FALSE,0.140911591681652
"251",0.263726720983672,0,FALSE,TRUE,FALSE,0.145151179027744
"252",0.413502307329327,0,FALSE,FALSE,FALSE,0.134959503030404
"253",0.206762290163897,0,FALSE,FALSE,FALSE,0.149679958890192
"254",0.149722338229528,0,FALSE,FALSE,FALSE,0.121335987560451
"255",0.257595059211194,0,FALSE,TRUE,FALSE,0.112837889580987
"256",0.140752926728884,0.61,TRUE,FALSE,FALSE,0.0775950354291126
"257",0.097723798732017,0.196493992395699,TRUE,FALSE,FALSE,0.110057649947703
"258",0.383195574614737,0.609864275788373,TRUE,FALSE,FALSE,0.0872392141260207
"259",0.362681324408201,0.61,TRUE,FALSE,FALSE,0.109651689440943
"260",0.125620158836866,0.522893243774256,TRUE,FALSE,FALSE,0.0943531094584614
"261",0.61,0,FALSE,FALSE,FALSE,0.0719985954230651
"262",0.197740544536225,0,FALSE,TRUE,FALSE,0.0865301985992119
"263",0.228831237414852,0,FALSE,FALSE,FALSE,0.103203039616346
"264",0.0640105434586908,0.145920374469205,TRUE,FALSE,TRUE,0.0710045205429196
"265",0.0920688067194433,0,FALSE,TRUE,FALSE,0.0699473035987467
"266",0.242970050815684,0,FALSE,TRUE,FALSE,0.0733554111560807
"267",0.61,0,FALSE,FALSE,FALSE,0.130687904381193
"268",0.534816033618475,0.604978863012462,TRUE,FALSE,FALSE,0.0593550185440108
"269",0.0798631923806331,0,FALSE,FALSE,FALSE,0.0574680079938844
"270",0.214358036913607,0,FALSE,TRUE,FALSE,0.0902625838760287
"271",0.207760420337262,0,FALSE,TRUE,FALSE,0.126282989047468
"272",0.594282686960161,0.61,TRUE,FALSE,FALSE,0.0818438334623352
"273",0.61,0,FALSE,FALSE,FALSE,0.0984450116287917
"274",0.267334421244033,0.61,TRUE,FALSE,FALSE,0.0943032636074349
"275",0.252337942693311,0,FALSE,TRUE,FALSE,0.103692437685095
"276",0.484224823212116,0,FALSE,TRUE,FALSE,0.0947378892684355
"277",0.271662338901034,0.495213477434715,TRUE,FALSE,TRUE,0.0874937907326967
"278",0.254515258929305,0.381689983443357,TRUE,FALSE,FALSE,0.0876532825874165
"279",0.237986122590186,0.61,TRUE,FALSE,FALSE,0.0952724763425067
"280",0.19070421741344,0,FALSE,FALSE,FALSE,0.14756733761169
"281",0.107217435277439,0,FALSE,FALSE,FALSE,0.0759106987854466
"282",0.184837746821145,0.237451198160096,TRUE,FALSE,TRUE,0.124899973464198
"283",0.121415445680101,0.272970458904008,TRUE,FALSE,FALSE,0.0824028289411217
"284",0.108259560569797,0,FALSE,TRUE,FALSE,0.081455444986932
"285",0.288716556011333,0.61,TRUE,FALSE,FALSE,0.137755300244316
"286",0.0651566220273214,0.134002454612957,TRUE,FALSE,TRUE,0.105034970282577
"287",0.214729014947079,0,FALSE,FALSE,FALSE,0.118298658099957
"288",0.0533643644546775,0.101854090429544,TRUE,FALSE,FALSE,0.0765470932004973
"289",0.158989395258233,0.61,TRUE,FALSE,FALSE,0.0931998901069164
"290",0.146286292340696,0.294758666516282,TRUE,FALSE,FALSE,0.0804796633077785
"291",0.405981624803922,0,FALSE,FALSE,FALSE,0.0567253081593663
"292",0.342308407998644,0,FALSE,FALSE,FALSE,0.0904369390336797
"293",0.202780998777598,0,FALSE,FALSE,FALSE,0.0906250134576112
"294",0.134759323167975,0,FALSE,TRUE,FALSE,0.0909553202334791
"295",0.125783711569783,0.44225201364529,TRUE,FALSE,TRUE,0.131101703690365
"296",0.225887469614016,0.528439958534469,TRUE,FALSE,TRUE,0.104914008523338
"297",0.163177845864839,0,FALSE,TRUE,FALSE,0.0730722068110481
"298",0.185695919438761,0,FALSE,FALSE,FALSE,0.146350466250442
"299",0.220364968853765,0,FALSE,TRUE,FALSE,0.0520028559723869
"300",0.309075416647077,0,FALSE,TRUE,FALSE,0.07392085371539
"301",0.229937143321149,0,FALSE,FALSE,FALSE,0.0738334689987823
"302",0.235165344650359,0.543875012362792,TRUE,FALSE,FALSE,0.077056431514211
"303",0.313250494633045,0.413030809113791,TRUE,FALSE,FALSE,0.0946092123165727
"304",0.278369649981455,0,FALSE,TRUE,FALSE,0.061704438785091
"305",0.232865433138795,0,FALSE,FALSE,FALSE,0.0681311638792977
"306",0.270776650486434,0,FALSE,TRUE,FALSE,0.066078144335188
"307",0.0763018560107145,0.312623973889276,TRUE,FALSE,FALSE,0.0586645598057658
"308",0.0714262873400543,0.61,TRUE,FALSE,FALSE,0.112621619948186
"309",0.199564589972028,0.473916320991702,TRUE,FALSE,FALSE,0.132520710048266
"310",0.152927018896921,0,FALSE,FALSE,FALSE,0.0706845919368789
"311",0.0506275305103052,0.5903360907244,TRUE,FALSE,FALSE,0.0514820631127805
"312",0.338457062749735,0,FALSE,FALSE,FALSE,0.133275306690484
"313",0.117088365612589,0.426529434556142,TRUE,FALSE,FALSE,0.0905450401362032
"314",0.0806020453050679,0.265881770290434,TRUE,FALSE,FALSE,0.127019182546064
"315",0.163751836599042,0,FALSE,TRUE,FALSE,0.0783269385108724
"316",0.164294089175812,0.183603374216232,TRUE,FALSE,TRUE,0.129377163830213
"317",0.590250631067362,0.61,TRUE,FALSE,FALSE,0.126176874036901
"318",0.233871677217977,0,FALSE,TRUE,FALSE,0.138986619142815
"319",0.318675320579162,0.415341035136953,TRUE,FALSE,FALSE,0.135977939842269
"320",0.0574100204079201,0.295739121047113,TRUE,FALSE,TRUE,0.0873742458876222
"321",0.156722296820953,0,FALSE,FALSE,FALSE,0.0629017780069262
"322",0.424413510435261,0,FALSE,FALSE,FALSE,0.117285615834408
"323",0.222902467404492,0,FALSE,FALSE,FALSE,0.056847109622322
"324",0.109359111383974,0.61,TRUE,FALSE,FALSE,0.0900153222260997
"325",0.114799693120597,0,FALSE,TRUE,FALSE,0.0891343472292647
"326",0.195242251824787,0.356316140125204,TRUE,FALSE,FALSE,0.124965830123983
"327",0.199434316611933,0.219240707836217,TRUE,FALSE,FALSE,0.0677496698917821
"328",0.107281902367603,0.137556560466403,TRUE,FALSE,FALSE,0.094809274864383
"329",0.161682494638473,0.459176076086556,TRUE,FALSE,TRUE,0.134999531367794
"330",0.0822339534362013,0.131923034368083,TRUE,FALSE,FALSE,0.0976413467898965
"331",0.099706472736179,0,FALSE,FALSE,FALSE,0.0695207342738286
"332",0.579800002487806,0.61,TRUE,FALSE,FALSE,0.114312355662696
"333",0.110128477814085,0,FALSE,TRUE,FALSE,0.0819783532759175
"334",0.0563248940928574,0.310591619927436,TRUE,FALSE,FALSE,0.142946549924091
"335",0.148519674230446,0,FALSE,FALSE,FALSE,0.0849683856591582
"336",0.289053264579194,0.40478309944752,TRUE,FALSE,TRUE,0.118243170785718
"337",0.0626415798252127,0,FALSE,TRUE,FALSE,0.0554285689024255
"338",0.0601660536675633,0.236914939310186,TRUE,FALSE,TRUE,0.119313561287709
"339",0.117510418042016,0.61,TRUE,FALSE,FALSE,0.127954916213639
"340",0.280019212248618,0.61,TRUE,FALSE,FALSE,0.105145199387334
"341",0.114565784751933,0.190035671182642,TRUE,FALSE,TRUE,0.124485834757797
"342",0.281406005913869,0.465372691794714,TRUE,FALSE,FALSE,0.10355821386911
"343",0.29462450299271,0,FALSE,TRUE,FALSE,0.140437675267458
"344",0.0842937797475718,0,FALSE,FALSE,FALSE,0.0568162936484441
"345",0.0698726634029299,0,FALSE,FALSE,FALSE,0.0665317527484149
"346",0.121580707514659,0,FALSE,FALSE,FALSE,0.0684939361177385
"347",0.186844858837463,0,FALSE,TRUE,FALSE,0.106933039613068
"348",0.14155190372872,0.61,TRUE,FALSE,FALSE,0.0503609737148508
"349",0.15482725504692,0,FALSE,TRUE,FALSE,0.0683327441336587
"350",0.0957399305276014,0.480915009978165,TRUE,FALSE,TRUE,0.0573781268903986
"351",0.328312280995703,0,FALSE,TRUE,FALSE,0.0552077136235312
"352",0.337987584642059,0.61,TRUE,FALSE,FALSE,0.0659790809266269
"353",0.161769350198296,0,FALSE,TRUE,FALSE,0.0562698215711862
"354",0.163806453336617,0,FALSE,TRUE,FALSE,0.112747068982571
"355",0.195636881408178,0.201455403311507,TRUE,FALSE,TRUE,0.131115114944987
"356",0.107618239009753,0,FALSE,FALSE,FALSE,0.0508839034009725
"357",0.142040604310734,0.229564697561293,TRUE,FALSE,TRUE,0.145657518529333
"358",0.153880973657058,0,FALSE,TRUE,FALSE,0.120706923562102
